Order ID,Customer Id,OrderDate,Ship Date,State,City,Sales Channel,Category,Sub Category,ProductID,Quantity,Unit Price,Discount %,TaxRate,ShippingCost,Order Total,Notes
ORD6622090,C631492,10/11/2025,10/15/2025,UT,Salt_Lake_City,PHONE,HOME,AIR PURIFIER,P16651,1,$472.11,0,0.065,7.99,,promo applied
ORD2242728,C343928,3-May-25,5/8/2025,OK,oklahoma city,in-store,ELECTRONICS,Monitor,P99081,2,$156.46,0,0.0825,$12.99,$351.73USD,
ORD7734410,C432807,8/16/2025,8/18/2025,tx,El Paso,in-store,CLOTHING,jacket,P04246,-1,$751.93,0.1,0.0725,,-$715.81,
ORD1642630,C878226,1/29/2025,2/1/2025,AZ,TUCSON,ONLINE,CLOTHING,Shoes,P19650,2,736.58,0.15,0.065,,"$1,346.57",
ORD7014521,C415815,25-Sep-25,9/28/2025,UT,provo,online,Grocery,coffee,P71893,4,$509.50,0.1,0.045,$9.99,1926.73,VIP customer
ORD6119280,C552042,12/31/2025,1/10/2026,CA,Sacramento,Phone,ELECTRONICS,Monitor,P59743,2,197.18,0.05,6.50%,$7.99,$406.98,Address corrected
ORD0803961,C258525,8-Apr-25,4/12/2025,NM,Albuquerque,PHONE,Clothing,Hat,P89982,5,$120.88,0,8.25%,$9.99,$664.25,expedite
ORD6918748,C235928,17-Feb-26,2/20/2026,OK,OKLAHOMA CITY,phone,Health,VITAMINS,P69268,1,595.05,0.2,0.065,12.99,$519.97,
ORD1089936,C210375,26-Jun-25,7/2/2025,ut,Provo,IN-STORE,GROCERY,Cereal,P24514,-1,$383.32,0,0.065,$4.99,-403.25,returned
ORD2717205,C057540,6/3/2025,6/3/2025,TX,DALLAS,IN-STORE,clothing,shoes,P50615,3,$69.42,0.15,0.065,$7.99,$196.52,promo applied
ORD0592042,C505965,6/15/2025,6/17/2025,CO,BOULDER,Online,electronics,keyboard,P05025,1,249.72,0,0.045,$12.99,273.95,returned
ORD3178886,C259679,1/17/2026,13/32/2025,CO,Colorado Springs,In-Store,health,First_Aid,P86060,,$347.92,0.1,0.0725,9.99,345.82,promo applied
ORD7012333,C945965,2/3/2026,2/8/2026,AZ,Mesa,in-store,Clothing,hat,P83095,1,765.55,0,7.25%,9.99,831.04,expedite
ORD1827830,C963457,21-Mar-25,3/22/2025,AZ,Phoenix,ONLINE,Health,thermometer,P23367,5,$433.73,0.05,0.045,$7.99,"2,160.92",Address corrected
ORD9083108,C514925,7/19/2025,7/23/2025,CO,denver,Online,GROCERY,Tea,P11771,1,$705.48,0.1,0.0825,7.99,$695.30,returned
ORD5377045,C364936,2/4/2025,2/7/2025,N M,colorado springs,Phone,health,VITAMINS,P86801,1,194.89,0.2,0.0825,$7.99USD,$176.76,expedite
ORD5036238,C632345,6/21/2025,6/24/2025,CA,LOS ANGELES,ONLINE,health,SKINCARE,P31269,5,$604.84,0,7.25%,7.99,"$3,251.44",
ORD2815922,C530119,2/3/2025,2/8/2025,ca,SAN JOSE,online,GROCERY,PASTA,P68171,-1,46.04,0.2,7.25%,$9.99,-29.51,Address corrected
ORD1370657,C344705,11/20/2025,11/23/2025,N_M,provo,Phone,health,SKINCARE,P25222,3,$636.49,0,0.0725,$7.99,"$2,055.90",
ORD6015150,C943653,2/16/2026,2/22/2026,OK,oklahoma city,ONLINE,Health,Skincare,P57887,1,217.29,0.2,0.045,12.99,$194.64,expedite
ORD7608137,C898597,6/16/2025,6/22/2025,CO,Colorado Springs,Online,home,air purifier,P89944,2,$621.38,,0.065,$0.00USD,"1,323.54",returned
ORD5832021,C933964,3/17/2025,3/26/2025,UT,Salt Lake City,In-Store,CLOTHING,t-shirt,P13294,-1,$233.24USD,0,0.0725,$0.00,-$250.15,Address corrected
ORD5670801,C995025,12/20/2025,12/20/2025,NM,SANTA FE,phone,HEALTH,protein,P65958,1,$300.28,0,0.065,$0.00,,
ORD1916614,C566465,1/23/2025,1/23/2025,CA,Los Angeles,In-Store,Home,BLENDER,P06974,-1,10.37,0.2,0.0825,9.99,1.01,expedite
ORD9644410,C218385,4/2/2025,4/11/2025,AZ,phoenix,In-Store,Home,lamp,P88742,2,178.6,0.2,0.045,$9.99,$308.61,VIP customer
ORD8578243,C086458,2/17/2026,2/18/2026,ut,,Phone,Grocery,snacks,P03654,2,$715.54,0.2,4.50%,$7.99,1204.37,returned
